 24  12544514.7217005286	(  4954204.8781374432	  5742446.6484213630	  1838560.0751417237	    9303.11999999872)    1974793.0089563054   21882813.3344936818    -130519.7172382490 
 25   5621267.6007815637	(  3423591.6875619800	  1933299.3886134976	     4257.3600000000	    260119.164606086)     696361.9988685847   20151722.7808636688     -48589.6766980904 
 26   1920173.5485712227	(  1098778.3897951078	   790795.6444313901	     1561.0320000000	    29038.4823447248)     282531.1751650349    7125671.1929614637     -17490.7525851539 
 27  10284001.6547165718	(  6016244.2112837080	  4252407.2954328638	     8372.8080000000	    6977.34000000004)    1525893.6338678112   34695740.7286703214     -89875.6892873069 


 28   4870527.2799199475	(  3165927.0589536675	  1696794.9954825097	     4257.4038257865	    5439.96000000001)     581528.3784868837  8592796679.0985698700     -58522.9734815605 
 29   3623404.3875557724	(  2035360.0338298355	  1581800.1750810384	     3405.9222498351	    2838.25485163395)     492743.8651341582   10032687.1550007071     -44676.2549158187 
 30   6945058.8121591005	(  3901106.7311838819	  3031984.1034500953	     6528.0175251231	    3786.79043683257)     946275.7967484766   19229317.0461804047     -85558.7198377971 
 31   5093879.0538019110	(  1602239.8678217791	  2878574.0072166682	   608334.7413941709	    7253.28000000134)     935942.4289307040    4981463.2460322948     -69014.7574515299 
 32   4831205.7891829833	(  2713813.3122313721	  2109066.9389329762	     4541.2070277653	    3784.33979571652)     656991.6820948584   13376916.0100295041     -59568.3532757709 
 33   9259322.4257525001	(  5201475.3871650584	  4041889.8222943875	     8703.9362930548	    4730.40006804197)    1254731.3078278326   25639088.6381396353    -123170.8905816105 
 34   4527290.2230947129	(  2544200.0462754667	  1975284.9958674640	     4257.3600000000	    5439.96000000007)     597789.0773051633   12540858.9493076466     -55739.2923515566 
 35   3382681.0629875637	(  1705501.9693278677	  1670934.9490032929	     3405.8880000000	    2838.25485163321)     549201.3979125306   11849273.6729367003     -42194.9988475774 
 36   5947558.8311314210	(  2628476.7003397238	  3307114.2187916972	     6527.9520000000	    3547.81855564645)    1236844.1245673243   15720641.4214143082     -66418.9562307843 
 37   5798842.8610521005	(  3311751.3644056525	  2476684.5388552030	     5676.5319213200	    7253.28000000141)     734036.0687414570   16379921.1172799114     -80834.0837779253 
 38   4681011.1600015704	(  2713813.2454693373	  1958872.4103347769	     4541.1841437348	    3784.34070347169)     568984.0580496542   13376915.8111759275     -68449.9505689628 
 39   8972281.5133424327	(  5201991.3524476616	  3754162.8718472072	     8874.0090475643	    4730.40006715663)    1090618.6827258668   25640618.3898253143    -124193.2698676548 
 40   7801555.8678099113	(  4523022.2846453916	  3264657.6394937588	     7568.7091971479	    6307.2344736128)      947104.7912398560   22294860.3060790561    -108360.0697806771
 41   6236033.2987878369	(  3618417.8297586502	  2606514.7111606169	     6054.9698853293	    5045.78798324051)     709578.6242414793   17835888.2519083619     -86507.2700686828 
 42  11955781.7991978060	(  6935300.8379205968	  4999204.5645088693	    11605.3567683396	    6307.23447361294)    1391268.8864876372   34185452.4752108231    -165111.8883852823 
 43   5851263.9499505442	(  3392266.5568366707	  2448590.5130467168	     5676.4800000000	    7253.27999999962)     711230.0726678713   16721144.7639698964     -85562.4382062807 
 44   4680936.9035433587	(  2713813.3709056624	  1958798.0079342246	     4541.1840000000	    3784.32005372138)     568294.2345495250   13376916.1839951575     -65015.8851704870 
 45   8971789.1992312092	(  5201475.6272581639	  3754356.3559730439	     8703.9360000000	    4730.42586992508)    1089170.5474468609   25639089.3517419659    -124614.0788701981 
 46   4247225.7842227006	(  2544200.0295863901	  1695220.5397922730	     4257.3962883911	    5439.96000000001)     453039.5097031649   12540858.9057699852     -64552.3369622674 
 47   3398004.8963485365	(  2035360.0236995092	  1356400.7007943192	     3405.9170030749	    2838.25665640299)     364501.7828049291   10032687.1246151533     -51614.4234551966 
 48   6513192.9676276110	(  3901475.3638728028	  2599630.9733461919	     6646.6704086162	    3547.82095178227)     699654.7874269082   19230409.4205720276     -98692.7258679131 
 49   5663333.5003814027	(  3392266.5568296202	  2260660.0633110818	     5676.4801726587	    7253.27999999937)     607434.7241598071   16721144.7639467604     -90040.3946850949 
 50   4530673.1951815411	(  2713813.3648935282	  1808534.2678341079	     4541.2226581886	    3784.33099086971)     486002.3778142915   13376916.1660377141     -68819.2312177616 
 51   8684021.3032674752	(  5201475.6157660419	  3466588.3975107577	     8704.0099906743	    4730.43736929272)     933637.2024536029   25639089.3173832893    -131309.5622128983 
 52   4248732.3542571422	(  2545639.4819794227	  1695048.7218408869	     4257.3600000000	    5439.96000000030)     458384.7842787736   12545147.4234771840     -62745.1947969219 
 53   3398004.8874471732	(  2035360.0236995067	  1356400.7208960326	     3405.8880000000	    2838.25639506348)     364501.7943420183   10032687.1246151570     -51614.4228967557 
 54   6512842.6843180479	(  3901106.7119363192	  2599768.0603817287	     6527.9520000000	    3547.82165798375)     698628.4516573960   19229316.9883888215     -98927.6432751386 


 55   4598691.4409088921	(  1471349.8656427711	  2081155.1806951463	   927937.1593374165	    115160.472168261)     795342.8541443396    4499011.4815344224     -45811.0781119129 
 56   4195800.7638793923	(  2274531.3172094072	  1607972.6620276687	   259749.4412145190	    9671.04000000155)     507525.4242366075   11102644.4591857307     -41766.7389708237 
 57   7636336.8432556847	(  3456569.9208602044	  2889568.3202328319	  1284758.6421626478	    5045.82042613422)    1043758.4305756515   12419538.7111374624     -77991.1060694321 
 58   6932994.5740746036	(  3722825.8972447803	  2749546.7186242384	   390318.6282615918	    6307.26101185419)     914190.5932538887   18179308.8421016410     -67678.2082027895 
 59   5271184.9662730144	(  2287641.2927497448	  2194539.9968751068	   623252.5036242960	    7253.27999999956)     860864.3325423343   11146222.4174615219     -49068.9962440215 
 60  10495399.8025130313	(  5532547.2486992208	  4287044.1980663277	   668555.0757474842	    5769.94153321949)    1612269.5162090638   28682759.9878919795     -95854.0298678773 
 61   4906984.8791480362	(  2415941.3153289487	  2142750.2004085574	     4257.3600000000	    4730.44580883905)     942101.5498444645   20875952.7079683468     -36376.3913104677 
 62   5586140.9666285273	(  4004362.9870673902	   873234.9455216632	     3405.8880000000	    5439.95999999955)     215979.6671047636   20909195.0387521796     -53542.5357691574
 63  10187074.9804469328	(  8160135.8408045433	  2014971.2276423899	     6527.9520000000	    705137.146039474)     528664.4230275737   43872349.0634795129     -97348.2545834186 
 64   6473656.7675935244	(  3450104.2420891640	  2868150.3617631877	   150671.7179323337	    344036.003410530)     957618.3506339598   16916661.4245348945     -65027.0223764631 
 65   5186829.0514984308	(  2775465.0100426730	  2290975.8992469618	   114618.2006755765	    7253.27999999851)     777000.4563395892   13596774.1296869349     -50040.7927730504 
 66  12596639.5542985294	(  9122215.4962441586	  2165297.3931159973	  1301873.3849383739	    165751.173023867)     642024.1102794857   45410410.4215146005    -132511.7909147154 
 67   8631542.3567141276	(  4600138.9872227330	  3824200.4828464030	   200895.6256331374	    70303.3299439931)    1276824.4698328706   22555548.5576094911     -86702.6964477943 
 68   6928350.7015560782	(  3726999.5612574443	  3019752.9342120201	   176552.3856604795	    5439.96000000066)    1011465.1954640516   18467398.0682908893     -69012.6070242016 
 69  13235736.4845673088	(  7044085.5058358731	  5865998.9377513519	   315981.0009800823	    53547.3434277974)    1972233.8622056169   34523975.8608998582    -130993.5640589921 
 70   6546099.1106631253	(  3567224.3951498396	  2858037.7633450250	     5676.4800000000	    118249.235233558)    1011074.3339785235   18153364.7184642814     -60669.6787146806 
 71   6893509.2564378958	(  4845968.3382757958	  1225914.0300986525	     4541.1840000000	   817085.7040634473)     297589.6245398449   24775777.4663892500     -70951.9144062127 
 72   9959042.9975418355	(  5558091.7780610165	  4384994.0034808191	     8703.9360000000	     7253.2800000000)    1501079.9846366220   28033325.1263935231     -97400.9504853917 
 73   4647933.1189973503	(  2483859.2758493642	  2136937.9987183013	    23588.0165740456	     3547.8278556393)     735523.2435779636   12177582.9031061549     -48422.0387398618 
 74   3745424.1064353227	(  2035360.0480447970	  1703819.8695310636	     3405.9308766048	     2838.2579828576)     584427.6248595818   10032687.1853103824     -38922.4258430000 
 75   7178598.9264206542	(  3901106.7523842161	  3265524.1833144189	     6528.0307220190	     5439.9600000000)    1118947.5444067100   19229317.0961352699     -74084.7340781636 
 76   6241811.1100750444	(  3392266.7416991987	  2839137.3898871625	     5676.5489335972	     4730.4295550866)     968854.6805721986   16721145.3027417827     -64752.8150009697 
 77   4612492.4747443618	(  2002618.9666887587	  2239938.8338927650	   366150.3197495149	     3784.3544133240)     763985.8027605698    9747765.1956979278     -49000.4216120129 
 78   9571677.3581982572	(  5201475.6712386115	  4354244.3652461497	     8704.0417134968	     7253.2800000000)    1493888.1100500738   25639089.4626565427     -98776.7469748916 
 79   4458852.3120526057	(  2230920.4452629383	  2134602.8008970078	     4257.3600000000	    89071.7058926593)     822109.6885944561   10957327.9696705844     -41798.9841062425 
 80   3752870.2396228472	(  2059243.1283161154	  1687382.9353540461	     3405.8880000000	     2838.2879526857)     573155.8094477670   10088030.9668987542     -38388.6347019693 
 81   7176003.6788511509	(  3901106.7487925105	  3262929.0180586404	     6527.9520000000	     5439.9600000000)    1094991.6806788854   19229317.0879460759     -74892.9603376904 


 82   4152184.5001243139	(  2544199.9721552534	  1600179.3413435691	     4257.3775525719	     3547.8090729195)     395348.4682912976   12540858.7353721559     -68535.6008690789 
 83   1660874.3705884197	(  1017680.0105330978	   640072.2749039759	     1702.9579283221	     1419.1272230242)     158144.5177869658    5016343.5584768318     -27360.3724373467 
 84   8027556.7629753891	(  4918786.7172554629	  3093680.0024991320	     8230.9632207958	     6859.0800000000)     764340.4981094867   24245660.5316890515    -132502.1874157019 
 85   5536246.0660757041	(  3392266.7016428360	  2133572.4139912724	     5676.5263869440	     4730.4240546519)     527131.4469285677   16721145.1945269126     -91380.7913971868 
 86   2213496.2744832723	(  1356906.6811263885	   852426.8126465501	     2270.6109895094	     1892.1697208249)     201601.9412657238    6688458.0792108513     -36048.8702406539 
 87  10703455.1132005546	(  6558382.2894425467	  4124952.7661207546	    10974.6176372525	     9145.4400000000)    1019546.1654068539   32327547.3751524612    -175608.0534581628 
 88   4154092.4682220281	(  2545366.9202690423	  1600726.5520379271	     4257.3600000000	     3741.6359150581)     406018.2870884996   12544331.3152510654     -65340.9685475016 
 89   1660874.3663330339	(  1017680.0105330978	   640072.2845769118	     1702.9440000000	     1419.1272230242)     158144.5235056250    5016343.5584768318     -27360.3721791523 
 90   8027556.7545741284	(  4918786.7172554554	  3093680.0613186741	     8230.8960000000	     6859.0800000000)     764340.6377348290   24245660.5316890813    -132502.1451252631 
 91   5277293.9510043534	(  3395060.6453236300	  1870463.3746210067	     6570.7358779935	     5199.1951817227)     414001.6690298022   16729539.2088971771     -93160.7868858751 
 92   2109527.6244827118	(  1356906.6775636957	   748458.1683858808	     2270.6094017012	     1892.1691314340)     160610.7182660229    6688458.0688887555     -38981.4467233133 
 93  10207830.5810488965	(  6558382.2776822103	  3629328.2479933915	    10974.6153732949	     9145.4400000000)     885027.4879163109   32327547.3417659625    -179437.7601114125 
 94   7031758.7478729365	(  4523022.2583249267	  2494860.5612103175	     7568.6979361732	     6307.2304015195)     535369.0587251466   22294860.2289748006    -129938.1566097265 
 95   2818776.9156825109	(  1809216.9879153741	  1004005.5590400269	     3030.1109909606	     2524.2577361494)     270153.3293813424    8917968.0969977565     -48935.8829667506 
 96  13638688.7412264794	(  8795980.4777116925	  4798915.6573772701	    31598.6861375166	    12193.9200000000)    1124267.9976187409   43263635.2165770233    -230306.5869176110 
 97   6819623.1960252216	(  5394093.0480183223	   865927.8798735038	     5676.4800000000	   553925.7881333955)     263909.7215655660   30172558.0652292296     -92814.2704195033 
 98   2129379.6217555981	(  1372171.5727876038	   745286.4343488835	     2270.5920000000	     9651.0226191109)     217697.7302227436    6730790.2617238201     -34685.2780353244 
 99  10345915.0625928212	(  6790206.5476418883	  3535588.5469509321	    10974.5280000000	     9145.4400000000)     961617.6760128909   33101185.1936839484    -168567.6063997974 
100   3855223.4559786301	(  2544210.7473423607	  1303202.2397162523	     4260.8363002584	     3549.6326197581)     343823.1020156021   12540890.7489537187     -69978.8338438733 
101   1538544.8089750074	(  1017680.0068635233	   517742.7188723750	     1702.9565919157	     1419.1266471936)     104840.2270536522    5016343.5480333334     -29869.3439317937 
102   7436299.8902143128	(  4918786.6995488498	  2502423.1538959839	     8230.9567694783	     6859.0800000000)     506727.7692181558   24245660.4812950268    -144368.4965692575 
103   5128482.6964462521	(  3392266.6894226796	  1725809.0629519532	     5676.5219346510	     4730.4221369686)     349467.4231035777   16721145.1597474106     -99564.4801499373 
104   2051393.0786255719	(  1356906.6758110418	   690323.6251657479	     2270.6087870222	     1892.1688617600)     139786.9693761247    6688458.0640236232     -39825.7919321064 
105   9915062.1536936089	(  6558382.2658991925	  3336559.8388102483	    10974.6089841690	     9145.4400000000)     675596.7192375656   32327547.3079095855    -192384.8024691670 
106   3846362.0121521149	(  2544200.0170997884	  1294356.8184441554	     4257.3600000000	     3547.8166081713)     262100.5747428614   12540858.8699079026     -74673.3598188565 
107   1539526.6873872331	(  1018466.1177767874	   517806.3643693360	     1702.9440000000	     1551.2612411096)     109197.6022688815    5018708.6599065037     -28311.2374222763 
108   7436299.8704879824	(  4918786.6995491451	  2502423.1949388394	     8230.8960000000	     6859.0800000000)     506727.7833619280   24245660.4812950119    -144368.4960070505 
